drugId,diseaseId,drugName,drugSource,diseaseName,diseaseSource,display_relations,indication,contraindication,off_label
DB00295,7186,Morphine,DrugBank,gastroesophageal reflux disease,MONDO,contraindication,0,1,0
DB00295,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,Morphine,DrugBank,anxiety disorder,MONDO_grouped,contraindication,0,1,0
DB00295,8698,Morphine,DrugBank,achalasia (disease),MONDO,contraindication,0,1,0
DB00295,9410,Morphine,DrugBank,Addison disease,MONDO,contraindication,0,1,0
DB00295,9718,Morphine,DrugBank,myxedema,MONDO,contraindication,0,1,0
DB00295,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012,Morphine,DrugBank,inflammatory bowel disease,MONDO_grouped,contraindication,0,1,0
DB00297,100192,Bupivacaine,DrugBank,liver failure,MONDO,contraindication,0,1,0
DB00297,10138,Bupivacaine,DrugBank,thyrotoxicosis,MONDO,contraindication,0,1,0
DB00297,10264,Bupivacaine,DrugBank,X-linked adrenal hypoplasia congenita,MONDO,contraindication,0,1,0
DB00297,10811,Bupivacaine,DrugBank,benign prostatic hyperplasia (disease),MONDO,contraindication,0,1,0
DB00297,11482_14396_11702_11003_14100_13479_11400_12808_11095_13848_13261_12745_12704_13371_32592_12744_7269_11840_13168_10951_12362_13373_12667_12062_13147_10542_11541_13339_14073_12746_14095_13262_11094_5021_11425_11567_12364_13030_13198_13211_5200,Bupivacaine,DrugBank,dilated cardiomyopathy,MONDO_grouped,contraindication,0,1,0
DB00297,11751,Bupivacaine,DrugBank,"COPD, severe early onset",MONDO,contraindication,0,1,0
DB00297,11764_11658_13625_8199_14604_11613_14233_11562_8200_14796_17279_5180_6966_828_10796_10360_11737_13167,Bupivacaine,DrugBank,Parkinson disease,MONDO_grouped,contraindication,0,1,0
DB00297,1200_1134_15512_5080_100078,Bupivacaine,DrugBank,hypertension,MONDO_grouped,contraindication,0,1,0
DB00297,12819,Bupivacaine,DrugBank,diabetic ketoacidosis,MONDO,contraindication,0,1,0
DB00297,15270,Bupivacaine,DrugBank,butyrylcholinesterase deficiency,MONDO,contraindication,0,1,0
DB00297,16333,Bupivacaine,DrugBank,familial dilated cardiomyopathy,MONDO,contraindication,0,1,0
DB00297,1657,Bupivacaine,DrugBank,brain cancer,MONDO,contraindication,0,1,0
DB00297,18479_19847_23601_60783,Bupivacaine,DrugBank,congenital adrenal hyperplasia,MONDO_grouped,contraindication,0,1,0
DB00297,19050_4781_44348_44349,Bupivacaine,DrugBank,hemoglobinopathy,MONDO_grouped,contraindication,0,1,0
DB00297,21095,Bupivacaine,DrugBank,parkinsonian disorder,MONDO,contraindication,0,1,0
DB00297,21113,Bupivacaine,DrugBank,respiratory failure,MONDO,contraindication,0,1,0
DB00297,2203,Bupivacaine,DrugBank,constipation disorder,MONDO,contraindication,0,1,0
DB00297,2406,Bupivacaine,DrugBank,dermatitis,MONDO,indication,1,0,0
DB00297,2494,Bupivacaine,DrugBank,substance-related disorder,MONDO,contraindication,0,1,0
DB00297,3019,Bupivacaine,DrugBank,potassium deficiency disease,MONDO,contraindication,0,1,0
DB00297,4425,Bupivacaine,DrugBank,hyperthyroidism,MONDO,contraindication,0,1,0
DB00297,44331_16408_19858_18612_16410_15792_16409,Bupivacaine,DrugBank,congenital hypothyroidism,MONDO_grouped,contraindication,0,1,0
DB00297,4849,Bupivacaine,DrugBank,pulmonary emphysema,MONDO,contraindication,0,1,0
DB00297,4979,Bupivacaine,DrugBank,asthma,MONDO,contraindication,0,1,0
DB00297,4981,Bupivacaine,DrugBank,atrial fibrillation (disease),MONDO,contraindication,0,1,0
DB00297,5002,Bupivacaine,DrugBank,chronic obstructive pulmonary disease,MONDO,contraindication,0,1,0
DB00297,5010,Bupivacaine,DrugBank,coronary artery disease,MONDO,contraindication,0,1,0
DB00297,5015,Bupivacaine,DrugBank,diabetes mellitus (disease),MONDO,contraindication,0,1,0
DB00297,5027,Bupivacaine,DrugBank,epilepsy,MONDO,contraindication,0,1,0
DB00297,5044,Bupivacaine,DrugBank,hypertensive disorder,MONDO,contraindication,0,1,0
DB00297,5068,Bupivacaine,DrugBank,myocardial infarction (disease),MONDO,contraindication,0,1,0
DB00297,5101,Bupivacaine,DrugBank,ulcerative colitis (disease),MONDO,contraindication,0,1,0
DB00297,5240,Bupivacaine,DrugBank,kidney disease,MONDO,contraindication,0,1,0
DB00297,5267,Bupivacaine,DrugBank,heart disease,MONDO,contraindication,0,1,0
DB00297,5364,Bupivacaine,DrugBank,Graves disease,MONDO,contraindication,0,1,0
DB00297,5420_16412_15777,Bupivacaine,DrugBank,hypothyroidism,MONDO_grouped,contraindication,0,1,0
DB00297,5468,Bupivacaine,DrugBank,hypotensive disorder,MONDO,contraindication,0,1,0
DB00297,6652_3678_1090_3672_3673_3676_3677_3679_6803,Bupivacaine,DrugBank,myocardial infarction,MONDO_grouped,contraindication,0,1,0
DB00297,6716,Bupivacaine,DrugBank,coronary thrombosis,MONDO,contraindication,0,1,0
DB00297,6730,Bupivacaine,DrugBank,drug psychosis,MONDO,contraindication,0,1,0
DB00297,7079_2491_4938_2046_5367_5689_4456_5186,Bupivacaine,DrugBank,substance abuse/dependence,MONDO_grouped,contraindication,0,1,0
DB00297,9410,Bupivacaine,DrugBank,Addison disease,MONDO,contraindication,0,1,0
DB00297,9718,Bupivacaine,DrugBank,myxedema,MONDO,contraindication,0,1,0
DB00297,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012,Bupivacaine,DrugBank,inflammatory bowel disease,MONDO_grouped,contraindication,0,1,0
DB00302,10888,Tranexamic acid,DrugBank,endometriosis of uterus,MONDO,indication,1,0,0
DB00302,11057,Tranexamic acid,DrugBank,cerebrovascular disorder,MONDO,contraindication,0,1,0
DB00302,11122,Tranexamic acid,DrugBank,obesity disorder,MONDO,contraindication,0,1,0
DB00302,11962,Tranexamic acid,DrugBank,endometrial cancer,MONDO,contraindication,0,1,0
DB00302,1200_1134_15512_5080_100078,Tranexamic acid,DrugBank,hypertension,MONDO_grouped,contraindication,0,1,0
DB00302,12819,Tranexamic acid,DrugBank,diabetic ketoacidosis,MONDO,contraindication,0,1,0
DB00302,1336,Tranexamic acid,DrugBank,familial hyperlipidemia,MONDO,contraindication,0,1,0
DB00302,1442,Tranexamic acid,DrugBank,dysthymic disorder,MONDO,contraindication,0,1,0
DB00302,19050_4781_44348_44349,Tranexamic acid,DrugBank,hemoglobinopathy,MONDO_grouped,contraindication,0,1,0
DB00302,19142,Tranexamic acid,DrugBank,inherited porphyria,MONDO,contraindication,0,1,0
DB00302,19182,Tranexamic acid,DrugBank,monogenic obesity,MONDO,contraindication,0,1,0
DB00302,19946,Tranexamic acid,DrugBank,ligneous conjunctivitis,MONDO,contraindication,0,1,0
DB00302,20671,Tranexamic acid,DrugBank,obsolete susceptibility to ischemic stroke,MONDO,contraindication,0,1,0
DB00302,21187_11237_11470,Tranexamic acid,DrugBank,hyperlipidemia,MONDO_grouped,contraindication,0,1,0
DB00302,21251,Tranexamic acid,DrugBank,endometrium neoplasm,MONDO,contraindication,0,1,0
DB00302,2303_6948_6951_2089_41093_1630_1633_2088,Tranexamic acid,DrugBank,retinal artery occlusion,MONDO_grouped,contraindication,0,1,0
DB00302,2447,Tranexamic acid,DrugBank,endometrial carcinoma (disease),MONDO,contraindication,0,1,0
DB00302,2679,Tranexamic acid,DrugBank,cerebral infarction,MONDO,contraindication,0,1,0
DB00302,2691,Tranexamic acid,DrugBank,liver cancer,MONDO,contraindication,0,1,0
DB00302,2974,Tranexamic acid,DrugBank,cervical cancer,MONDO,contraindication,0,1,0
DB00302,5010,Tranexamic acid,DrugBank,coronary artery disease,MONDO,contraindication,0,1,0
DB00302,5015,Tranexamic acid,DrugBank,diabetes mellitus (disease),MONDO,contraindication,0,1,0
DB00302,5044,Tranexamic acid,DrugBank,hypertensive disorder,MONDO,contraindication,0,1,0
DB00302,5068,Tranexamic acid,DrugBank,myocardial infarction (disease),MONDO,contraindication,0,1,0
DB00302,5098,Tranexamic acid,DrugBank,stroke disorder,MONDO,contraindication,0,1,0
DB00302,5133,Tranexamic acid,DrugBank,endometriosis (disease),MONDO,indication,1,0,0
DB00302,5277,Tranexamic acid,DrugBank,migraine disorder,MONDO,contraindication,0,1,0
DB00302,5279,Tranexamic acid,DrugBank,pulmonary embolism (disease),MONDO,contraindication,0,1,0
DB00302,5379,Tranexamic acid,DrugBank,neurotic disorder,MONDO,contraindication,0,1,0
DB00302,6003,Tranexamic acid,DrugBank,uterine corpus cancer,MONDO,contraindication,0,1,0
DB00302,6652_3678_1090_3672_3673_3676_3677_3679_6803,Tranexamic acid,DrugBank,myocardial infarction,MONDO_grouped,contraindication,0,1,0
DB00302,6716,Tranexamic acid,DrugBank,coronary thrombosis,MONDO,contraindication,0,1,0
DB00302,7256_18902_16216_3243,Tranexamic acid,DrugBank,hepatocellular carcinoma,MONDO_grouped,contraindication,0,1,0
DB00302,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,Tranexamic acid,DrugBank,anxiety disorder,MONDO_grouped,contraindication,0,1,0
DB00302,9009,Tranexamic acid,DrugBank,hypoplasminogenemia,MONDO,contraindication,0,1,0
DB00304,10888,Desogestrel,DrugBank,endometriosis of uterus,MONDO,contraindication,0,1,0
DB00304,11057,Desogestrel,DrugBank,cerebrovascular disorder,MONDO,contraindication,0,1,0
DB00304,11122,Desogestrel,DrugBank,obesity disorder,MONDO,contraindication,0,1,0
DB00304,11962,Desogestrel,DrugBank,endometrial cancer,MONDO,contraindication,0,1,0
DB00304,1200_1134_15512_5080_100078,Desogestrel,DrugBank,hypertension,MONDO_grouped,contraindication,0,1,0
DB00304,12819,Desogestrel,DrugBank,diabetic ketoacidosis,MONDO,contraindication,0,1,0
DB00304,1336,Desogestrel,DrugBank,familial hyperlipidemia,MONDO,contraindication,0,1,0
DB00304,1442,Desogestrel,DrugBank,dysthymic disorder,MONDO,contraindication,0,1,0
DB00304,1566,Desogestrel,DrugBank,hypercalcemia disease,MONDO,contraindication,0,1,0
DB00304,1567,Desogestrel,DrugBank,nephrocalcinosis,MONDO,contraindication,0,1,0
DB00304,1572,Desogestrel,DrugBank,leiomyoma,MONDO,contraindication,0,1,0
DB00304,16093,Desogestrel,DrugBank,borderline epithelial tumor of ovary,MONDO,contraindication,0,1,0
DB00304,16096,Desogestrel,DrugBank,malignant non-dysgerminomatous germ cell tumor of ovary,MONDO,contraindication,0,1,0
DB00304,16248,Desogestrel,DrugBank,familial ovarian cancer,MONDO,contraindication,0,1,0
DB00304,16249,Desogestrel,DrugBank,hereditary site-specific ovarian cancer syndrome,MONDO,contraindication,0,1,0
DB00304,17327,Desogestrel,DrugBank,primary non-gestational choriocarcinoma of ovary,MONDO,contraindication,0,1,0
DB00304,18171,Desogestrel,DrugBank,malignant germ cell tumor of ovary,MONDO,contraindication,0,1,0
DB00304,18172,Desogestrel,DrugBank,malignant sex cord stromal tumor of ovary,MONDO,contraindication,0,1,0
DB00304,18369,Desogestrel,DrugBank,immature ovarian teratoma,MONDO,contraindication,0,1,0
DB00304,19050_4781_44348_44349,Desogestrel,DrugBank,hemoglobinopathy,MONDO_grouped,contraindication,0,1,0
DB00304,19142,Desogestrel,DrugBank,inherited porphyria,MONDO,contraindication,0,1,0
DB00304,19182,Desogestrel,DrugBank,monogenic obesity,MONDO,contraindication,0,1,0
DB00304,19725,Desogestrel,DrugBank,pediatric systemic lupus erythematosus,MONDO,contraindication,0,1,0
DB00304,20538,Desogestrel,DrugBank,malignant dysgerminomatous germ cell tumor of ovary,MONDO,contraindication,0,1,0
DB00304,20541,Desogestrel,DrugBank,maligant granulosa cell tumor of ovary,MONDO,contraindication,0,1,0
DB00304,20542,Desogestrel,DrugBank,malignant Sertoli-Leydig cell tumor of ovary,MONDO,contraindication,0,1,0
DB00304,20543,Desogestrel,DrugBank,"theca steroid-producing cell malignant tumor of ovary, not further specified",MONDO,contraindication,0,1,0
DB00304,20671,Desogestrel,DrugBank,obsolete susceptibility to ischemic stroke,MONDO,contraindication,0,1,0
DB00304,21187_11237_11470,Desogestrel,DrugBank,hyperlipidemia,MONDO_grouped,contraindication,0,1,0
DB00304,21251,Desogestrel,DrugBank,endometrium neoplasm,MONDO,contraindication,0,1,0
DB00304,2303_6948_6951_2089_41093_1630_1633_2088,Desogestrel,DrugBank,retinal artery occlusion,MONDO_grouped,contraindication,0,1,0
DB00304,2319,Desogestrel,DrugBank,phosphorus metabolism disease,MONDO,contraindication,0,1,0
DB00304,2447,Desogestrel,DrugBank,endometrial carcinoma (disease),MONDO,contraindication,0,1,0
DB00304,2679,Desogestrel,DrugBank,cerebral infarction,MONDO,contraindication,0,1,0
DB00304,2691,Desogestrel,DrugBank,liver cancer,MONDO,contraindication,0,1,0
DB00304,2752,Desogestrel,DrugBank,ovarian adenocarcinoma,MONDO,contraindication,0,1,0
DB00304,2974,Desogestrel,DrugBank,cervical cancer,MONDO,contraindication,0,1,0
DB00304,3582,Desogestrel,DrugBank,hereditary breast ovarian cancer syndrome,MONDO,contraindication,0,1,0
DB00304,3792,Desogestrel,DrugBank,ovarian carcinosarcoma,MONDO,contraindication,0,1,0
DB00304,3795,Desogestrel,DrugBank,ovarian small cell carcinoma,MONDO,contraindication,0,1,0
DB00304,44331_16408_19858_18612_16410_15792_16409,Desogestrel,DrugBank,congenital hypothyroidism,MONDO_grouped,contraindication,0,1,0
DB00304,4765,Desogestrel,DrugBank,intrinsic asthma,MONDO,contraindication,0,1,0
DB00304,4784,Desogestrel,DrugBank,allergic asthma,MONDO,contraindication,0,1,0
DB00304,4979,Desogestrel,DrugBank,asthma,MONDO,contraindication,0,1,0
DB00304,5010,Desogestrel,DrugBank,coronary artery disease,MONDO,contraindication,0,1,0
DB00304,5015,Desogestrel,DrugBank,diabetes mellitus (disease),MONDO,contraindication,0,1,0
DB00304,5027,Desogestrel,DrugBank,epilepsy,MONDO,contraindication,0,1,0
DB00304,5044,Desogestrel,DrugBank,hypertensive disorder,MONDO,contraindication,0,1,0
DB00304,5068,Desogestrel,DrugBank,myocardial infarction (disease),MONDO,contraindication,0,1,0
DB00304,5098,Desogestrel,DrugBank,stroke disorder,MONDO,contraindication,0,1,0
DB00304,5133,Desogestrel,DrugBank,endometriosis (disease),MONDO,contraindication,0,1,0
DB00304,5277,Desogestrel,DrugBank,migraine disorder,MONDO,contraindication,0,1,0
DB00304,5279,Desogestrel,DrugBank,pulmonary embolism (disease),MONDO,contraindication,0,1,0
DB00304,5379,Desogestrel,DrugBank,neurotic disorder,MONDO,contraindication,0,1,0
DB00304,5420_16412_15777,Desogestrel,DrugBank,hypothyroidism,MONDO_grouped,contraindication,0,1,0
DB00304,5601,Desogestrel,DrugBank,ovarian mucinous adenocarcinoma,MONDO,contraindication,0,1,0
DB00304,5744,Desogestrel,DrugBank,yolk sac tumor,MONDO,contraindication,0,1,0
DB00304,6003,Desogestrel,DrugBank,uterine corpus cancer,MONDO,contraindication,0,1,0
DB00304,6045,Desogestrel,DrugBank,ovarian clear cell adenocarcinoma,MONDO,contraindication,0,1,0
DB00304,6335,Desogestrel,DrugBank,ovarian endometrioid adenocarcinoma,MONDO,contraindication,0,1,0
DB00304,6652_3678_1090_3672_3673_3676_3677_3679_6803,Desogestrel,DrugBank,myocardial infarction,MONDO_grouped,contraindication,0,1,0
DB00304,6716,Desogestrel,DrugBank,coronary thrombosis,MONDO,contraindication,0,1,0
DB00304,7256_18902_16216_3243,Desogestrel,DrugBank,hepatocellular carcinoma,MONDO_grouped,contraindication,0,1,0
DB00304,7886,Desogestrel,DrugBank,uterine corpus leiomyoma,MONDO,contraindication,0,1,0
DB00304,7915,Desogestrel,DrugBank,systemic lupus erythematosus (disease),MONDO,contraindication,0,1,0
DB00304,8170,Desogestrel,DrugBank,ovarian cancer,MONDO,contraindication,0,1,0
DB00304,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,Desogestrel,DrugBank,anxiety disorder,MONDO_grouped,contraindication,0,1,0
DB00304,8487,Desogestrel,DrugBank,polycystic ovary syndrome,MONDO,off-label use,0,0,1
DB00304,9718,Desogestrel,DrugBank,myxedema,MONDO,contraindication,0,1,0
DB00306,13600,Talbutal,DrugBank,insomnia (disease),MONDO,indication,1,0,0
DB00308,100316_12738_14550_14548_13279_12737_13062_12736_11377_32915_13370_13367_13372_2442_32756,Ibutilide,DrugBank,long QT syndrome,MONDO_grouped,contraindication,0,1,0
DB00308,19171,Ibutilide,DrugBank,familial long QT syndrome,MONDO,contraindication,0,1,0
DB00308,20755,Ibutilide,DrugBank,obsolete heart block,MONDO,contraindication,0,1,0
DB00308,3019,Ibutilide,DrugBank,potassium deficiency disease,MONDO,contraindication,0,1,0
DB00308,465,Ibutilide,DrugBank,atrioventricular block (disease),MONDO,contraindication,0,1,0
DB00308,5478,Ibutilide,DrugBank,torsades de pointes,MONDO,contraindication,0,1,0
DB00308,8848,Ibutilide,DrugBank,atrioventricular dissociation (disease),MONDO,contraindication,0,1,0
DB00312,100192,Pentobarbital,DrugBank,liver failure,MONDO,contraindication,0,1,0
DB00312,10120_8555_14837_8556_30867_14536_12775_10743_2049_4680,Pentobarbital,DrugBank,thrombocytopenia,MONDO_grouped,contraindication,0,1,0
DB00312,11751,Pentobarbital,DrugBank,"COPD, severe early onset",MONDO,contraindication,0,1,0
DB00312,1200_1134_15512_5080_100078,Pentobarbital,DrugBank,hypertension,MONDO_grouped,contraindication,0,1,0
DB00312,13600,Pentobarbital,DrugBank,insomnia (disease),MONDO,indication,1,0,0
DB00312,1442,Pentobarbital,DrugBank,dysthymic disorder,MONDO,contraindication,0,1,0
DB00312,1475,Pentobarbital,DrugBank,neutropenia,MONDO,contraindication,0,1,0
DB00312,1548,Pentobarbital,DrugBank,hepatic coma,MONDO,contraindication,0,1,0
DB00312,1609,Pentobarbital,DrugBank,agranulocytosis,MONDO,contraindication,0,1,0
DB00312,1711,Pentobarbital,DrugBank,hepatic encephalopathy,MONDO,contraindication,0,1,0
DB00312,19142,Pentobarbital,DrugBank,inherited porphyria,MONDO,contraindication,0,1,0
DB00312,21113,Pentobarbital,DrugBank,respiratory failure,MONDO,contraindication,0,1,0
DB00312,2125,Pentobarbital,DrugBank,status epilepticus,MONDO,indication,1,0,0
DB00312,2280,Pentobarbital,DrugBank,anemia (disease),MONDO,contraindication,0,1,0
DB00312,2281,Pentobarbital,DrugBank,macrocytic anemia (disease),MONDO,contraindication,0,1,0
DB00312,2494,Pentobarbital,DrugBank,substance-related disorder,MONDO,contraindication,0,1,0
DB00312,4979,Pentobarbital,DrugBank,asthma,MONDO,contraindication,0,1,0
DB00312,5002,Pentobarbital,DrugBank,chronic obstructive pulmonary disease,MONDO,contraindication,0,1,0
DB00312,5027,Pentobarbital,DrugBank,epilepsy,MONDO,indication,1,0,0
DB00312,5044,Pentobarbital,DrugBank,hypertensive disorder,MONDO,contraindication,0,1,0
DB00312,5240,Pentobarbital,DrugBank,kidney disease,MONDO,contraindication,0,1,0
DB00312,5249,Pentobarbital,DrugBank,pneumonia,MONDO,contraindication,0,1,0
DB00312,5264,Pentobarbital,DrugBank,transient ischemic attack (disease),MONDO,indication,1,0,0
DB00312,5267,Pentobarbital,DrugBank,heart disease,MONDO,contraindication,0,1,0
DB00312,5299,Pentobarbital,DrugBank,brain ischemia,MONDO,indication,1,0,0
DB00312,5379,Pentobarbital,DrugBank,neurotic disorder,MONDO,contraindication,0,1,0
DB00312,5468,Pentobarbital,DrugBank,hypotensive disorder,MONDO,contraindication,0,1,0
DB00312,7079_2491_4938_2046_5367_5689_4456_5186,Pentobarbital,DrugBank,substance abuse/dependence,MONDO_grouped,contraindication,0,1,0
DB00312,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,Pentobarbital,DrugBank,anxiety disorder,MONDO_grouped,contraindication,0,1,0
DB00313,10120_8555_14837_8556_30867_14536_12775_10743_2049_4680,Valproic acid,DrugBank,thrombocytopenia,MONDO_grouped,contraindication,0,1,0
DB00313,11876_10826,Valproic acid,DrugBank,absence epilepsy,MONDO_grouped,indication,1,0,0
DB00313,11986_4982_5003_6515_3232,Valproic acid,DrugBank,pancreatitis,MONDO_grouped,contraindication,0,1,0
DB00313,1442,Valproic acid,DrugBank,dysthymic disorder,MONDO,contraindication,0,1,0
DB00313,16022,Valproic acid,DrugBank,early myoclonic encephalopathy,MONDO,off-label use,0,0,1
DB00313,19142,Valproic acid,DrugBank,inherited porphyria,MONDO,contraindication,0,1,0
DB00313,24612,Valproic acid,DrugBank,manic bipolar affective disorder,MONDO,indication,1,0,0
DB00313,4985_693_24613_1866,Valproic acid,DrugBank,bipolar disorder,MONDO_grouped,off-label use,0,0,1
DB00313,5027,Valproic acid,DrugBank,epilepsy,MONDO,indication | off-label use,1,0,1
DB00313,5240,Valproic acid,DrugBank,kidney disease,MONDO,contraindication,0,1,0
DB00313,5379,Valproic acid,DrugBank,neurotic disorder,MONDO,contraindication,0,1,0
DB00313,5384,Valproic acid,DrugBank,partial epilepsy,MONDO,off-label use,0,0,1
DB00313,7440_10648_12685_694_12881_12319_12642_12686_12877_12882,Valproic acid,DrugBank,major affective disorder,MONDO_grouped,off-label use,0,0,1
DB00313,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,Valproic acid,DrugBank,anxiety disorder,MONDO_grouped,contraindication,0,1,0
DB00315,11057,Zolmitriptan,DrugBank,cerebrovascular disorder,MONDO,contraindication,0,1,0
DB00315,1200_1134_15512_5080_100078,Zolmitriptan,DrugBank,hypertension,MONDO_grouped,contraindication,0,1,0
DB00315,19050_4781_44348_44349,Zolmitriptan,DrugBank,hemoglobinopathy,MONDO_grouped,contraindication,0,1,0
DB00315,20671,Zolmitriptan,DrugBank,obsolete susceptibility to ischemic stroke,MONDO,contraindication,0,1,0
DB00315,24644,Zolmitriptan,DrugBank,myocardial ischemia,MONDO,contraindication,0,1,0
DB00315,2679,Zolmitriptan,DrugBank,cerebral infarction,MONDO,contraindication,0,1,0
DB00315,5010,Zolmitriptan,DrugBank,coronary artery disease,MONDO,contraindication,0,1,0
DB00315,5044,Zolmitriptan,DrugBank,hypertensive disorder,MONDO,contraindication,0,1,0
DB00315,5068,Zolmitriptan,DrugBank,myocardial infarction (disease),MONDO,contraindication,0,1,0
DB00315,5098,Zolmitriptan,DrugBank,stroke disorder,MONDO,contraindication,0,1,0
DB00315,5240,Zolmitriptan,DrugBank,kidney disease,MONDO,contraindication,0,1,0
DB00315,5264,Zolmitriptan,DrugBank,transient ischemic attack (disease),MONDO,contraindication,0,1,0
DB00315,5277,Zolmitriptan,DrugBank,migraine disorder,MONDO,indication,1,0,0
DB00315,5299,Zolmitriptan,DrugBank,brain ischemia,MONDO,contraindication,0,1,0
DB00315,6652_3678_1090_3672_3673_3676_3677_3679_6803,Zolmitriptan,DrugBank,myocardial infarction,MONDO_grouped,contraindication,0,1,0
DB00315,6716,Zolmitriptan,DrugBank,coronary thrombosis,MONDO,contraindication,0,1,0
DB00317,5233,Gefitinib,DrugBank,non-small cell lung carcinoma (disease),MONDO,indication,1,0,0
DB00317,8903,Gefitinib,DrugBank,lung cancer,MONDO,indication,1,0,0
DB00318,100192,Codeine,DrugBank,liver failure,MONDO,contraindication,0,1,0
DB00318,10120_8555_14837_8556_30867_14536_12775_10743_2049_4680,Codeine,DrugBank,thrombocytopenia,MONDO_grouped,contraindication,0,1,0
DB00318,10138,Codeine,DrugBank,thyrotoxicosis,MONDO,contraindication,0,1,0
DB00318,10264,Codeine,DrugBank,X-linked adrenal hypoplasia congenita,MONDO,contraindication,0,1,0
DB00318,10604_10602_15720_15719_18660_15721_15715_15716_15717,Codeine,DrugBank,hemophilia,MONDO_grouped,contraindication,0,1,0
DB00318,10811,Codeine,DrugBank,benign prostatic hyperplasia (disease),MONDO,contraindication,0,1,0
DB00318,11751,Codeine,DrugBank,"COPD, severe early onset",MONDO,contraindication,0,1,0
DB00318,11786_5324_24332,Codeine,DrugBank,allergic rhinitis,MONDO_grouped,indication,1,0,0
DB00318,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,Codeine,DrugBank,Alzheimer disease,MONDO_grouped,contraindication,0,1,0
DB00318,11986_4982_5003_6515_3232,Codeine,DrugBank,pancreatitis,MONDO_grouped,contraindication,0,1,0
DB00318,1200_1134_15512_5080_100078,Codeine,DrugBank,hypertension,MONDO_grouped,contraindication,0,1,0
DB00318,1265,Codeine,DrugBank,schizophreniform disorder,MONDO,contraindication,0,1,0
DB00318,12819,Codeine,DrugBank,diabetic ketoacidosis,MONDO,contraindication,0,1,0
DB00318,13600,Codeine,DrugBank,insomnia (disease),MONDO,contraindication,0,1,0
DB00318,1409,Codeine,DrugBank,esophagitis (disease),MONDO,contraindication,0,1,0
DB00318,14191_12762_11484_13966_13529_17990,Codeine,DrugBank,catecholaminergic polymorphic ventricular tachycardia,MONDO_grouped,contraindication,0,1,0
DB00318,1442,Codeine,DrugBank,dysthymic disorder,MONDO,contraindication,0,1,0
DB00318,1475,Codeine,DrugBank,neutropenia,MONDO,contraindication,0,1,0
DB00318,1548,Codeine,DrugBank,hepatic coma,MONDO,contraindication,0,1,0
DB00318,1609,Codeine,DrugBank,agranulocytosis,MONDO,contraindication,0,1,0
DB00318,16158,Codeine,DrugBank,narcolepsy-cataplexy syndrome,MONDO,contraindication,0,1,0
DB00318,16430,Codeine,DrugBank,Balo concentric sclerosis,MONDO,contraindication,0,1,0
DB00318,1657,Codeine,DrugBank,brain cancer,MONDO,contraindication,0,1,0
DB00318,1711,Codeine,DrugBank,hepatic encephalopathy,MONDO,contraindication,0,1,0
DB00318,18479_19847_23601_60783,Codeine,DrugBank,congenital adrenal hyperplasia,MONDO_grouped,contraindication,0,1,0
DB00318,18544_10247,Codeine,DrugBank,X-linked adrenoleukodystrophy,MONDO_grouped,contraindication,0,1,0
DB00318,18685,Codeine,DrugBank,incessant infant ventricular tachycardia,MONDO,contraindication,0,1,0
DB00318,19050_4781_44348_44349,Codeine,DrugBank,hemoglobinopathy,MONDO_grouped,contraindication,0,1,0
DB00318,19142,Codeine,DrugBank,inherited porphyria,MONDO,contraindication,0,1,0
DB00318,21113,Codeine,DrugBank,respiratory failure,MONDO,contraindication,0,1,0
DB00318,21661,Codeine,DrugBank,coronary atherosclerosis,MONDO,contraindication,0,1,0
DB00318,2203,Codeine,DrugBank,constipation disorder,MONDO,contraindication,0,1,0
DB00318,22687_4742,Codeine,DrugBank,cerebellar degeneration,MONDO_grouped,contraindication,0,1,0
DB00318,2277,Codeine,DrugBank,arteriosclerosis disorder,MONDO,contraindication,0,1,0
DB00318,2280,Codeine,DrugBank,anemia (disease),MONDO,contraindication,0,1,0
DB00318,2281,Codeine,DrugBank,macrocytic anemia (disease),MONDO,contraindication,0,1,0
DB00318,24644,Codeine,DrugBank,myocardial ischemia,MONDO,contraindication,0,1,0
DB00318,2494,Codeine,DrugBank,substance-related disorder,MONDO,contraindication,0,1,0
DB00318,2602,Codeine,DrugBank,central nervous system disease,MONDO,contraindication,0,1,0
DB00318,3014_4514,Codeine,DrugBank,rhinitis,MONDO_grouped,indication,1,0,0
DB00318,3781_5607_18597,Codeine,DrugBank,bronchitis,MONDO_grouped,contraindication,0,1,0
DB00318,4425,Codeine,DrugBank,hyperthyroidism,MONDO,contraindication,0,1,0
