drugId,targetId,drugName,drugSource,targetName,targetSource,display_relations,target,enzyme,transporter,carrier
DB00421,6716,Spironolactone,DrugBank,SRD5A2,NCBI,target,1,0,0,0
DB00421,773,Spironolactone,DrugBank,CACNA1A,NCBI,target,1,0,0,0
DB00421,775,Spironolactone,DrugBank,CACNA1C,NCBI,target,1,0,0,0
DB00421,776,Spironolactone,DrugBank,CACNA1D,NCBI,target,1,0,0,0
DB00421,779,Spironolactone,DrugBank,CACNA1S,NCBI,target,1,0,0,0
DB00421,783,Spironolactone,DrugBank,CACNB2,NCBI,target,1,0,0,0
DB00421,785,Spironolactone,DrugBank,CACNB4,NCBI,target,1,0,0,0
DB00421,8856,Spironolactone,DrugBank,NR1I2,NCBI,target,1,0,0,0
DB00421,8912,Spironolactone,DrugBank,CACNA1H,NCBI,target,1,0,0,0
DB00421,9254,Spironolactone,DrugBank,CACNA2D2,NCBI,target,1,0,0,0
DB00422,3350,Methylphenidate,DrugBank,HTR1A,NCBI,target,1,0,0,0
DB00422,6530,Methylphenidate,DrugBank,SLC6A2,NCBI,target,1,0,0,0
DB00422,6531,Methylphenidate,DrugBank,SLC6A3,NCBI,target,1,0,0,0
DB00424,1128,Hyoscyamine,DrugBank,CHRM1,NCBI,target,1,0,0,0
DB00424,1129,Hyoscyamine,DrugBank,CHRM2,NCBI,target,1,0,0,0
DB00424,1131,Hyoscyamine,DrugBank,CHRM3,NCBI,target,1,0,0,0
DB00424,1132,Hyoscyamine,DrugBank,CHRM4,NCBI,target,1,0,0,0
DB00425,2554,Zolpidem,DrugBank,GABRA1,NCBI,target,1,0,0,0
DB00425,2555,Zolpidem,DrugBank,GABRA2,NCBI,target,1,0,0,0
DB00425,2556,Zolpidem,DrugBank,GABRA3,NCBI,target,1,0,0,0
DB00425,2566,Zolpidem,DrugBank,GABRG2,NCBI,target,1,0,0,0
DB00427,3269,Triprolidine,DrugBank,HRH1,NCBI,target,1,0,0,0
DB00428,6514,Streptozocin,DrugBank,SLC2A2,NCBI,target,1,0,0,0
DB00431,2099,Lindane,DrugBank,ESR1,NCBI,target,1,0,0,0
DB00431,2560,Lindane,DrugBank,GABRB1,NCBI,target,1,0,0,0
DB00431,2562,Lindane,DrugBank,GABRB3,NCBI,target,1,0,0,0
DB00431,2569,Lindane,DrugBank,GABRR1,NCBI,target,1,0,0,0
DB00431,5241,Lindane,DrugBank,PGR,NCBI,target,1,0,0,0
DB00431,8856,Lindane,DrugBank,NR1I2,NCBI,target,1,0,0,0
DB00432,7298,Trifluridine,DrugBank,TYMS,NCBI,target,1,0,0,0
DB00433,146,Prochlorperazine,DrugBank,ADRA1D,NCBI,target,1,0,0,0
DB00433,147,Prochlorperazine,DrugBank,ADRA1B,NCBI,target,1,0,0,0
DB00433,148,Prochlorperazine,DrugBank,ADRA1A,NCBI,target,1,0,0,0
DB00433,150,Prochlorperazine,DrugBank,ADRA2A,NCBI,target,1,0,0,0
DB00433,152,Prochlorperazine,DrugBank,ADRA2C,NCBI,target,1,0,0,0
DB00433,1813,Prochlorperazine,DrugBank,DRD2,NCBI,target,1,0,0,0
DB00433,3269,Prochlorperazine,DrugBank,HRH1,NCBI,target,1,0,0,0
DB00434,1128,Cyproheptadine,DrugBank,CHRM1,NCBI,target,1,0,0,0
DB00434,1129,Cyproheptadine,DrugBank,CHRM2,NCBI,target,1,0,0,0
DB00434,1131,Cyproheptadine,DrugBank,CHRM3,NCBI,target,1,0,0,0
DB00434,3269,Cyproheptadine,DrugBank,HRH1,NCBI,target,1,0,0,0
DB00434,3356,Cyproheptadine,DrugBank,HTR2A,NCBI,target,1,0,0,0
DB00434,3358,Cyproheptadine,DrugBank,HTR2C,NCBI,target,1,0,0,0
DB00434,3363,Cyproheptadine,DrugBank,HTR7,NCBI,target,1,0,0,0
DB00437,7498,Allopurinol,DrugBank,XDH,NCBI,target,1,0,0,0
DB00439,3156,Cerivastatin,DrugBank,HMGCR,NCBI,target,1,0,0,0
DB00441,6240,Gemcitabine,DrugBank,RRM1,NCBI,target,1,0,0,0
DB00441,7298,Gemcitabine,DrugBank,TYMS,NCBI,target,1,0,0,0
DB00443,2908,Betamethasone,DrugBank,NR3C1,NCBI,target,1,0,0,0
DB00444,7153,Teniposide,DrugBank,TOP2A,NCBI,target,1,0,0,0
DB00445,7153,Epirubicin,DrugBank,TOP2A,NCBI,target,1,0,0,0
DB00450,148,Droperidol,DrugBank,ADRA1A,NCBI,target,1,0,0,0
DB00450,1813,Droperidol,DrugBank,DRD2,NCBI,target,1,0,0,0
DB00451,3690,Levothyroxine,DrugBank,ITGB3,NCBI,target,1,0,0,0
DB00454,1066,Meperidine,DrugBank,CES1,NCBI,target,1,0,0,0
DB00454,1128,Meperidine,DrugBank,CHRM1,NCBI,target,1,0,0,0
DB00454,1129,Meperidine,DrugBank,CHRM2,NCBI,target,1,0,0,0
DB00454,1131,Meperidine,DrugBank,CHRM3,NCBI,target,1,0,0,0
DB00454,1132,Meperidine,DrugBank,CHRM4,NCBI,target,1,0,0,0
DB00454,1133,Meperidine,DrugBank,CHRM5,NCBI,target,1,0,0,0
DB00454,2902,Meperidine,DrugBank,GRIN1,NCBI,target,1,0,0,0
DB00454,2903,Meperidine,DrugBank,GRIN2A,NCBI,target,1,0,0,0
DB00454,2904,Meperidine,DrugBank,GRIN2B,NCBI,target,1,0,0,0
DB00454,2905,Meperidine,DrugBank,GRIN2C,NCBI,target,1,0,0,0
DB00454,2906,Meperidine,DrugBank,GRIN2D,NCBI,target,1,0,0,0
DB00454,4986,Meperidine,DrugBank,OPRK1,NCBI,target,1,0,0,0
DB00454,4988,Meperidine,DrugBank,OPRM1,NCBI,target,1,0,0,0
DB00454,6530,Meperidine,DrugBank,SLC6A2,NCBI,target,1,0,0,0
DB00454,6531,Meperidine,DrugBank,SLC6A3,NCBI,target,1,0,0,0
DB00454,6532,Meperidine,DrugBank,SLC6A4,NCBI,target,1,0,0,0
DB00455,3269,Loratadine,DrugBank,HRH1,NCBI,target,1,0,0,0
DB00455,3757,Loratadine,DrugBank,KCNH2,NCBI,target,1,0,0,0
DB00458,1128,Imipramine,DrugBank,CHRM1,NCBI,target,1,0,0,0
DB00458,1129,Imipramine,DrugBank,CHRM2,NCBI,target,1,0,0,0
DB00458,1131,Imipramine,DrugBank,CHRM3,NCBI,target,1,0,0,0
DB00458,1132,Imipramine,DrugBank,CHRM4,NCBI,target,1,0,0,0
DB00458,1133,Imipramine,DrugBank,CHRM5,NCBI,target,1,0,0,0
DB00458,146,Imipramine,DrugBank,ADRA1D,NCBI,target,1,0,0,0
DB00458,147,Imipramine,DrugBank,ADRA1B,NCBI,target,1,0,0,0
DB00458,148,Imipramine,DrugBank,ADRA1A,NCBI,target,1,0,0,0
DB00458,1812,Imipramine,DrugBank,DRD1,NCBI,target,1,0,0,0
DB00458,1813,Imipramine,DrugBank,DRD2,NCBI,target,1,0,0,0
DB00458,1816,Imipramine,DrugBank,DRD5,NCBI,target,1,0,0,0
DB00458,3269,Imipramine,DrugBank,HRH1,NCBI,target,1,0,0,0
DB00458,3350,Imipramine,DrugBank,HTR1A,NCBI,target,1,0,0,0
DB00458,3356,Imipramine,DrugBank,HTR2A,NCBI,target,1,0,0,0
DB00458,3358,Imipramine,DrugBank,HTR2C,NCBI,target,1,0,0,0
DB00458,3362,Imipramine,DrugBank,HTR6,NCBI,target,1,0,0,0
DB00458,3363,Imipramine,DrugBank,HTR7,NCBI,target,1,0,0,0
DB00458,3751,Imipramine,DrugBank,KCND2,NCBI,target,1,0,0,0
DB00458,3752,Imipramine,DrugBank,KCND3,NCBI,target,1,0,0,0
DB00458,3756,Imipramine,DrugBank,KCNH1,NCBI,target,1,0,0,0
DB00458,3757,Imipramine,DrugBank,KCNH2,NCBI,target,1,0,0,0
DB00458,6530,Imipramine,DrugBank,SLC6A2,NCBI,target,1,0,0,0
DB00458,6531,Imipramine,DrugBank,SLC6A3,NCBI,target,1,0,0,0
DB00458,6532,Imipramine,DrugBank,SLC6A4,NCBI,target,1,0,0,0
DB00459,5914,Acitretin,DrugBank,RARA,NCBI,target,1,0,0,0
DB00459,5947,Acitretin,DrugBank,RBP1,NCBI,target,1,0,0,0
DB00459,6258,Acitretin,DrugBank,RXRG,NCBI,target,1,0,0,0
DB00461,5742,Nabumetone,DrugBank,PTGS1,NCBI,target,1,0,0,0
DB00461,5743,Nabumetone,DrugBank,PTGS2,NCBI,target,1,0,0,0
DB00463,1137,Metharbital,DrugBank,CHRNA4,NCBI,target,1,0,0,0
DB00463,1139,Metharbital,DrugBank,CHRNA7,NCBI,target,1,0,0,0
DB00463,2554,Metharbital,DrugBank,GABRA1,NCBI,target,1,0,0,0
DB00463,2555,Metharbital,DrugBank,GABRA2,NCBI,target,1,0,0,0
DB00463,2556,Metharbital,DrugBank,GABRA3,NCBI,target,1,0,0,0
DB00463,2557,Metharbital,DrugBank,GABRA4,NCBI,target,1,0,0,0
DB00463,2558,Metharbital,DrugBank,GABRA5,NCBI,target,1,0,0,0
DB00463,2559,Metharbital,DrugBank,GABRA6,NCBI,target,1,0,0,0
DB00463,2560,Metharbital,DrugBank,GABRB1,NCBI,target,1,0,0,0
DB00463,2561,Metharbital,DrugBank,GABRB2,NCBI,target,1,0,0,0
DB00463,2562,Metharbital,DrugBank,GABRB3,NCBI,target,1,0,0,0
DB00463,2563,Metharbital,DrugBank,GABRD,NCBI,target,1,0,0,0
DB00463,2565,Metharbital,DrugBank,GABRG1,NCBI,target,1,0,0,0
DB00463,2566,Metharbital,DrugBank,GABRG2,NCBI,target,1,0,0,0
DB00463,2567,Metharbital,DrugBank,GABRG3,NCBI,target,1,0,0,0
DB00463,2568,Metharbital,DrugBank,GABRP,NCBI,target,1,0,0,0
DB00463,2891,Metharbital,DrugBank,GRIA2,NCBI,target,1,0,0,0
DB00463,2898,Metharbital,DrugBank,GRIK2,NCBI,target,1,0,0,0
DB00463,55879,Metharbital,DrugBank,GABRQ,NCBI,target,1,0,0,0
DB00465,5742,Ketorolac,DrugBank,PTGS1,NCBI,target,1,0,0,0
DB00465,5743,Ketorolac,DrugBank,PTGS2,NCBI,target,1,0,0,0
DB00470,1268,Dronabinol,DrugBank,CNR1,NCBI,target,1,0,0,0
DB00470,1269,Dronabinol,DrugBank,CNR2,NCBI,target,1,0,0,0
DB00471,240,Montelukast,DrugBank,ALOX5,NCBI,target,1,0,0,0
DB00472,1135,Fluoxetine,DrugBank,CHRNA2,NCBI,target,1,0,0,0
DB00472,1136,Fluoxetine,DrugBank,CHRNA3,NCBI,target,1,0,0,0
DB00472,1143,Fluoxetine,DrugBank,CHRNB4,NCBI,target,1,0,0,0
DB00472,3358,Fluoxetine,DrugBank,HTR2C,NCBI,target,1,0,0,0
DB00472,3757,Fluoxetine,DrugBank,KCNH2,NCBI,target,1,0,0,0
DB00472,6532,Fluoxetine,DrugBank,SLC6A4,NCBI,target,1,0,0,0
DB00475,2554,Chlordiazepoxide,DrugBank,GABRA1,NCBI,target,1,0,0,0
DB00475,2555,Chlordiazepoxide,DrugBank,GABRA2,NCBI,target,1,0,0,0
DB00475,2556,Chlordiazepoxide,DrugBank,GABRA3,NCBI,target,1,0,0,0
DB00475,2557,Chlordiazepoxide,DrugBank,GABRA4,NCBI,target,1,0,0,0
DB00475,2558,Chlordiazepoxide,DrugBank,GABRA5,NCBI,target,1,0,0,0
DB00475,2559,Chlordiazepoxide,DrugBank,GABRA6,NCBI,target,1,0,0,0
DB00475,2560,Chlordiazepoxide,DrugBank,GABRB1,NCBI,target,1,0,0,0
DB00475,2561,Chlordiazepoxide,DrugBank,GABRB2,NCBI,target,1,0,0,0
DB00475,2562,Chlordiazepoxide,DrugBank,GABRB3,NCBI,target,1,0,0,0
DB00475,2563,Chlordiazepoxide,DrugBank,GABRD,NCBI,target,1,0,0,0
DB00475,2565,Chlordiazepoxide,DrugBank,GABRG1,NCBI,target,1,0,0,0
DB00475,2566,Chlordiazepoxide,DrugBank,GABRG2,NCBI,target,1,0,0,0
DB00475,2567,Chlordiazepoxide,DrugBank,GABRG3,NCBI,target,1,0,0,0
DB00475,2568,Chlordiazepoxide,DrugBank,GABRP,NCBI,target,1,0,0,0
DB00475,55879,Chlordiazepoxide,DrugBank,GABRQ,NCBI,target,1,0,0,0
DB00476,6530,Duloxetine,DrugBank,SLC6A2,NCBI,target,1,0,0,0
DB00476,6531,Duloxetine,DrugBank,SLC6A3,NCBI,target,1,0,0,0
DB00476,6532,Duloxetine,DrugBank,SLC6A4,NCBI,target,1,0,0,0
DB00477,1128,Chlorpromazine,DrugBank,CHRM1,NCBI,target,1,0,0,0
DB00477,1131,Chlorpromazine,DrugBank,CHRM3,NCBI,target,1,0,0,0
DB00477,146,Chlorpromazine,DrugBank,ADRA1D,NCBI,target,1,0,0,0
DB00477,147,Chlorpromazine,DrugBank,ADRA1B,NCBI,target,1,0,0,0
DB00477,148,Chlorpromazine,DrugBank,ADRA1A,NCBI,target,1,0,0,0
DB00477,150,Chlorpromazine,DrugBank,ADRA2A,NCBI,target,1,0,0,0
DB00477,152,Chlorpromazine,DrugBank,ADRA2C,NCBI,target,1,0,0,0
DB00477,1812,Chlorpromazine,DrugBank,DRD1,NCBI,target,1,0,0,0
DB00477,1813,Chlorpromazine,DrugBank,DRD2,NCBI,target,1,0,0,0
DB00477,1814,Chlorpromazine,DrugBank,DRD3,NCBI,target,1,0,0,0
DB00477,1815,Chlorpromazine,DrugBank,DRD4,NCBI,target,1,0,0,0
DB00477,1816,Chlorpromazine,DrugBank,DRD5,NCBI,target,1,0,0,0
DB00477,3269,Chlorpromazine,DrugBank,HRH1,NCBI,target,1,0,0,0
DB00477,3350,Chlorpromazine,DrugBank,HTR1A,NCBI,target,1,0,0,0
DB00477,3356,Chlorpromazine,DrugBank,HTR2A,NCBI,target,1,0,0,0
DB00477,3358,Chlorpromazine,DrugBank,HTR2C,NCBI,target,1,0,0,0
DB00477,3362,Chlorpromazine,DrugBank,HTR6,NCBI,target,1,0,0,0
DB00477,3363,Chlorpromazine,DrugBank,HTR7,NCBI,target,1,0,0,0
DB00477,3757,Chlorpromazine,DrugBank,KCNH2,NCBI,target,1,0,0,0
DB00477,5004,Chlorpromazine,DrugBank,ORM1,NCBI,target,1,0,0,0
DB00477,801,Chlorpromazine,DrugBank,CALM1,NCBI,target,1,0,0,0
DB00480,51185,Lenalidomide,DrugBank,CRBN,NCBI,target,1,0,0,0
DB00480,5743,Lenalidomide,DrugBank,PTGS2,NCBI,target,1,0,0,0
DB00480,8600,Lenalidomide,DrugBank,TNFSF11,NCBI,target,1,0,0,0
DB00481,2099,Raloxifene,DrugBank,ESR1,NCBI,target,1,0,0,0
DB00481,2100,Raloxifene,DrugBank,ESR2,NCBI,target,1,0,0,0
DB00482,5170,Celecoxib,DrugBank,PDPK1,NCBI,target,1,0,0,0
DB00482,5743,Celecoxib,DrugBank,PTGS2,NCBI,target,1,0,0,0
DB00482,760,Celecoxib,DrugBank,CA2,NCBI,target,1,0,0,0
DB00484,150,Brimonidine,DrugBank,ADRA2A,NCBI,target,1,0,0,0
DB00484,152,Brimonidine,DrugBank,ADRA2C,NCBI,target,1,0,0,0
DB00486,1268,Nabilone,DrugBank,CNR1,NCBI,target,1,0,0,0
DB00486,1269,Nabilone,DrugBank,CNR2,NCBI,target,1,0,0,0
DB00489,153,Sotalol,DrugBank,ADRB1,NCBI,target,1,0,0,0
DB00489,154,Sotalol,DrugBank,ADRB2,NCBI,target,1,0,0,0
DB00489,3757,Sotalol,DrugBank,KCNH2,NCBI,target,1,0,0,0
DB00490,146,Buspirone,DrugBank,ADRA1D,NCBI,target,1,0,0,0
DB00490,147,Buspirone,DrugBank,ADRA1B,NCBI,target,1,0,0,0
DB00490,148,Buspirone,DrugBank,ADRA1A,NCBI,target,1,0,0,0
DB00490,1813,Buspirone,DrugBank,DRD2,NCBI,target,1,0,0,0
DB00490,1814,Buspirone,DrugBank,DRD3,NCBI,target,1,0,0,0
DB00490,1815,Buspirone,DrugBank,DRD4,NCBI,target,1,0,0,0
DB00490,3350,Buspirone,DrugBank,HTR1A,NCBI,target,1,0,0,0
DB00492,1636,Fosinopril,DrugBank,ACE,NCBI,target,1,0,0,0
DB00493,213,Cefotaxime,DrugBank,ALB,NCBI,target,1,0,0,0
DB00494,1312,Entacapone,DrugBank,COMT,NCBI,target,1,0,0,0
DB00497,4985,Oxycodone,DrugBank,OPRD1,NCBI,target,1,0,0,0
DB00497,4986,Oxycodone,DrugBank,OPRK1,NCBI,target,1,0,0,0
DB00497,4988,Oxycodone,DrugBank,OPRM1,NCBI,target,1,0,0,0
DB00499,196,Flutamide,DrugBank,AHR,NCBI,target,1,0,0,0
DB00499,367,Flutamide,DrugBank,AR,NCBI,target,1,0,0,0
DB00499,8856,Flutamide,DrugBank,NR1I2,NCBI,target,1,0,0,0
DB00500,5742,Tolmetin,DrugBank,PTGS1,NCBI,target,1,0,0,0
DB00500,5743,Tolmetin,DrugBank,PTGS2,NCBI,target,1,0,0,0
DB00502,10280,Haloperidol,DrugBank,SIGMAR1,NCBI,target,1,0,0,0
DB00502,1131,Haloperidol,DrugBank,CHRM3,NCBI,target,1,0,0,0
DB00502,148,Haloperidol,DrugBank,ADRA1A,NCBI,target,1,0,0,0
DB00502,150,Haloperidol,DrugBank,ADRA2A,NCBI,target,1,0,0,0
DB00502,152,Haloperidol,DrugBank,ADRA2C,NCBI,target,1,0,0,0
DB00502,1812,Haloperidol,DrugBank,DRD1,NCBI,target,1,0,0,0
DB00502,1813,Haloperidol,DrugBank,DRD2,NCBI,target,1,0,0,0
DB00502,1814,Haloperidol,DrugBank,DRD3,NCBI,target,1,0,0,0
DB00502,2847,Haloperidol,DrugBank,MCHR1,NCBI,target,1,0,0,0
DB00502,2904,Haloperidol,DrugBank,GRIN2B,NCBI,target,1,0,0,0
DB00502,3269,Haloperidol,DrugBank,HRH1,NCBI,target,1,0,0,0
DB00502,3350,Haloperidol,DrugBank,HTR1A,NCBI,target,1,0,0,0
DB00502,3356,Haloperidol,DrugBank,HTR2A,NCBI,target,1,0,0,0
DB00502,3358,Haloperidol,DrugBank,HTR2C,NCBI,target,1,0,0,0
DB00502,3362,Haloperidol,DrugBank,HTR6,NCBI,target,1,0,0,0
DB00502,3363,Haloperidol,DrugBank,HTR7,NCBI,target,1,0,0,0
DB00502,6571,Haloperidol,DrugBank,SLC18A2,NCBI,target,1,0,0,0
DB00505,1128,Tridihexethyl,DrugBank,CHRM1,NCBI,target,1,0,0,0
DB00505,1129,Tridihexethyl,DrugBank,CHRM2,NCBI,target,1,0,0,0
DB00505,1131,Tridihexethyl,DrugBank,CHRM3,NCBI,target,1,0,0,0
DB00508,1128,Triflupromazine,DrugBank,CHRM1,NCBI,target,1,0,0,0
DB00508,1129,Triflupromazine,DrugBank,CHRM2,NCBI,target,1,0,0,0
DB00508,1812,Triflupromazine,DrugBank,DRD1,NCBI,target,1,0,0,0
DB00508,1813,Triflupromazine,DrugBank,DRD2,NCBI,target,1,0,0,0
DB00514,10280,Dextromethorphan,DrugBank,SIGMAR1,NCBI,target,1,0,0,0
DB00514,1135,Dextromethorphan,DrugBank,CHRNA2,NCBI,target,1,0,0,0
DB00514,1136,Dextromethorphan,DrugBank,CHRNA3,NCBI,target,1,0,0,0
DB00514,1137,Dextromethorphan,DrugBank,CHRNA4,NCBI,target,1,0,0,0
DB00514,1139,Dextromethorphan,DrugBank,CHRNA7,NCBI,target,1,0,0,0
DB00514,1141,Dextromethorphan,DrugBank,CHRNB2,NCBI,target,1,0,0,0
DB00514,1143,Dextromethorphan,DrugBank,CHRNB4,NCBI,target,1,0,0,0
DB00514,116443,Dextromethorphan,DrugBank,GRIN3A,NCBI,target,1,0,0,0
DB00514,1535,Dextromethorphan,DrugBank,CYBA,NCBI,target,1,0,0,0
DB00514,1536,Dextromethorphan,DrugBank,CYBB,NCBI,target,1,0,0,0
DB00514,4689,Dextromethorphan,DrugBank,NCF4,NCBI,target,1,0,0,0
DB00514,4985,Dextromethorphan,DrugBank,OPRD1,NCBI,target,1,0,0,0
DB00514,4986,Dextromethorphan,DrugBank,OPRK1,NCBI,target,1,0,0,0
DB00514,4988,Dextromethorphan,DrugBank,OPRM1,NCBI,target,1,0,0,0
DB00514,5879,Dextromethorphan,DrugBank,RAC1,NCBI,target,1,0,0,0
DB00514,6530,Dextromethorphan,DrugBank,SLC6A2,NCBI,target,1,0,0,0
DB00514,6532,Dextromethorphan,DrugBank,SLC6A4,NCBI,target,1,0,0,0
DB00519,1636,Trandolapril,DrugBank,ACE,NCBI,target,1,0,0,0
DB00521,153,Carteolol,DrugBank,ADRB1,NCBI,target,1,0,0,0
DB00521,154,Carteolol,DrugBank,ADRB2,NCBI,target,1,0,0,0
DB00530,1956,Erlotinib,DrugBank,EGFR,NCBI,target,1,0,0,0
DB00530,8856,Erlotinib,DrugBank,NR1I2,NCBI,target,1,0,0,0
DB00533,5743,Rofecoxib,DrugBank,PTGS2,NCBI,target,1,0,0,0
DB00537,3757,Ciprofloxacin,DrugBank,KCNH2,NCBI,target,1,0,0,0
DB00537,7153,Ciprofloxacin,DrugBank,TOP2A,NCBI,target,1,0,0,0
DB00540,10280,Nortriptyline,DrugBank,SIGMAR1,NCBI,target,1,0,0,0
DB00540,1128,Nortriptyline,DrugBank,CHRM1,NCBI,target,1,0,0,0
DB00540,1129,Nortriptyline,DrugBank,CHRM2,NCBI,target,1,0,0,0
DB00540,1131,Nortriptyline,DrugBank,CHRM3,NCBI,target,1,0,0,0
DB00540,1132,Nortriptyline,DrugBank,CHRM4,NCBI,target,1,0,0,0
DB00540,1133,Nortriptyline,DrugBank,CHRM5,NCBI,target,1,0,0,0
DB00540,146,Nortriptyline,DrugBank,ADRA1D,NCBI,target,1,0,0,0
DB00540,147,Nortriptyline,DrugBank,ADRA1B,NCBI,target,1,0,0,0
DB00540,148,Nortriptyline,DrugBank,ADRA1A,NCBI,target,1,0,0,0
DB00540,150,Nortriptyline,DrugBank,ADRA2A,NCBI,target,1,0,0,0
DB00540,152,Nortriptyline,DrugBank,ADRA2C,NCBI,target,1,0,0,0
DB00540,153,Nortriptyline,DrugBank,ADRB1,NCBI,target,1,0,0,0
DB00540,154,Nortriptyline,DrugBank,ADRB2,NCBI,target,1,0,0,0
DB00540,155,Nortriptyline,DrugBank,ADRB3,NCBI,target,1,0,0,0
DB00540,1813,Nortriptyline,DrugBank,DRD2,NCBI,target,1,0,0,0
DB00540,3269,Nortriptyline,DrugBank,HRH1,NCBI,target,1,0,0,0
DB00540,3350,Nortriptyline,DrugBank,HTR1A,NCBI,target,1,0,0,0
DB00540,3356,Nortriptyline,DrugBank,HTR2A,NCBI,target,1,0,0,0
DB00540,3358,Nortriptyline,DrugBank,HTR2C,NCBI,target,1,0,0,0
DB00540,6530,Nortriptyline,DrugBank,SLC6A2,NCBI,target,1,0,0,0
DB00540,6532,Nortriptyline,DrugBank,SLC6A4,NCBI,target,1,0,0,0
DB00542,1636,Benazepril,DrugBank,ACE,NCBI,target,1,0,0,0
DB00543,1128,Amoxapine,DrugBank,CHRM1,NCBI,target,1,0,0,0
DB00543,1129,Amoxapine,DrugBank,CHRM2,NCBI,target,1,0,0,0
DB00543,1131,Amoxapine,DrugBank,CHRM3,NCBI,target,1,0,0,0
DB00543,1132,Amoxapine,DrugBank,CHRM4,NCBI,target,1,0,0,0
DB00543,1133,Amoxapine,DrugBank,CHRM5,NCBI,target,1,0,0,0
DB00543,146,Amoxapine,DrugBank,ADRA1D,NCBI,target,1,0,0,0
DB00543,147,Amoxapine,DrugBank,ADRA1B,NCBI,target,1,0,0,0
DB00543,148,Amoxapine,DrugBank,ADRA1A,NCBI,target,1,0,0,0
DB00543,150,Amoxapine,DrugBank,ADRA2A,NCBI,target,1,0,0,0
DB00543,152,Amoxapine,DrugBank,ADRA2C,NCBI,target,1,0,0,0
DB00543,1812,Amoxapine,DrugBank,DRD1,NCBI,target,1,0,0,0
DB00543,1813,Amoxapine,DrugBank,DRD2,NCBI,target,1,0,0,0
DB00543,1814,Amoxapine,DrugBank,DRD3,NCBI,target,1,0,0,0
DB00543,1815,Amoxapine,DrugBank,DRD4,NCBI,target,1,0,0,0
DB00543,2554,Amoxapine,DrugBank,GABRA1,NCBI,target,1,0,0,0
DB00543,2555,Amoxapine,DrugBank,GABRA2,NCBI,target,1,0,0,0
DB00543,2556,Amoxapine,DrugBank,GABRA3,NCBI,target,1,0,0,0
DB00543,2557,Amoxapine,DrugBank,GABRA4,NCBI,target,1,0,0,0
DB00543,2558,Amoxapine,DrugBank,GABRA5,NCBI,target,1,0,0,0
DB00543,2559,Amoxapine,DrugBank,GABRA6,NCBI,target,1,0,0,0
DB00543,2560,Amoxapine,DrugBank,GABRB1,NCBI,target,1,0,0,0
DB00543,2561,Amoxapine,DrugBank,GABRB2,NCBI,target,1,0,0,0
DB00543,2562,Amoxapine,DrugBank,GABRB3,NCBI,target,1,0,0,0
DB00543,2563,Amoxapine,DrugBank,GABRD,NCBI,target,1,0,0,0
DB00543,2565,Amoxapine,DrugBank,GABRG1,NCBI,target,1,0,0,0
DB00543,2566,Amoxapine,DrugBank,GABRG2,NCBI,target,1,0,0,0
DB00543,2567,Amoxapine,DrugBank,GABRG3,NCBI,target,1,0,0,0
DB00543,2568,Amoxapine,DrugBank,GABRP,NCBI,target,1,0,0,0
DB00543,3269,Amoxapine,DrugBank,HRH1,NCBI,target,1,0,0,0
DB00543,3350,Amoxapine,DrugBank,HTR1A,NCBI,target,1,0,0,0
DB00543,3351,Amoxapine,DrugBank,HTR1B,NCBI,target,1,0,0,0
DB00543,3356,Amoxapine,DrugBank,HTR2A,NCBI,target,1,0,0,0
DB00543,3358,Amoxapine,DrugBank,HTR2C,NCBI,target,1,0,0,0
DB00543,3359,Amoxapine,DrugBank,HTR3A,NCBI,target,1,0,0,0
DB00543,3362,Amoxapine,DrugBank,HTR6,NCBI,target,1,0,0,0
DB00543,3363,Amoxapine,DrugBank,HTR7,NCBI,target,1,0,0,0
DB00543,55879,Amoxapine,DrugBank,GABRQ,NCBI,target,1,0,0,0
DB00543,6530,Amoxapine,DrugBank,SLC6A2,NCBI,target,1,0,0,0
DB00543,6531,Amoxapine,DrugBank,SLC6A3,NCBI,target,1,0,0,0
DB00543,6532,Amoxapine,DrugBank,SLC6A4,NCBI,target,1,0,0,0
DB00544,7298,Fluorouracil,DrugBank,TYMS,NCBI,target,1,0,0,0
DB00545,213,Pyridostigmine,DrugBank,ALB,NCBI,target,1,0,0,0
DB00545,43,Pyridostigmine,DrugBank,ACHE,NCBI,target,1,0,0,0
DB00545,590,Pyridostigmine,DrugBank,BCHE,NCBI,target,1,0,0,0
DB00548,6716,Azelaic acid,DrugBank,SRD5A2,NCBI,target,1,0,0,0
DB00548,6718,Azelaic acid,DrugBank,AKR1D1,NCBI,target,1,0,0,0
DB00550,7173,Propylthiouracil,DrugBank,TPO,NCBI,target,1,0,0,0
DB00554,5742,Piroxicam,DrugBank,PTGS1,NCBI,target,1,0,0,0
DB00554,5743,Piroxicam,DrugBank,PTGS2,NCBI,target,1,0,0,0
DB00555,134,Lamotrigine,DrugBank,ADORA1,NCBI,target,1,0,0,0
DB00555,135,Lamotrigine,DrugBank,ADORA2A,NCBI,target,1,0,0,0
DB00555,148,Lamotrigine,DrugBank,ADRA1A,NCBI,target,1,0,0,0
DB00555,150,Lamotrigine,DrugBank,ADRA2A,NCBI,target,1,0,0,0
DB00555,153,Lamotrigine,DrugBank,ADRB1,NCBI,target,1,0,0,0
DB00555,1812,Lamotrigine,DrugBank,DRD1,NCBI,target,1,0,0,0
DB00555,1813,Lamotrigine,DrugBank,DRD2,NCBI,target,1,0,0,0
