targetId,diseaseId,targetName,targetSource,diseaseName,diseaseSource,association_count
2475,17327,MTOR,NCBI,primary non-gestational choriocarcinoma of ovary,MONDO,1
2475,17884,MTOR,NCBI,papillary renal cell carcinoma,MONDO,1
2475,18055,MTOR,NCBI,pediatric hepatocellular carcinoma,MONDO,1
2475,18171,MTOR,NCBI,malignant germ cell tumor of ovary,MONDO,1
2475,18172,MTOR,NCBI,malignant sex cord stromal tumor of ovary,MONDO,1
2475,18177,MTOR,NCBI,glioblastoma (disease),MONDO,1
2475,18369,MTOR,NCBI,immature ovarian teratoma,MONDO,1
2475,18513,MTOR,NCBI,squamous cell carcinoma of colon,MONDO,1
2475,18532,MTOR,NCBI,adenocarcinoma of liver and intrahepatic biliary tract,MONDO,1
2475,18533,MTOR,NCBI,undifferentiated carcinoma of liver and intrahepatic biliary tract,MONDO,1
2475,18534,MTOR,NCBI,squamous cell carcinoma of liver and intrahepatic biliary tract,MONDO,1
2475,18876_6430,MTOR,NCBI,mantle cell lymphoma,MONDO_grouped,1
2475,2009_12050_12100,MTOR,NCBI,major depressive disorder,MONDO_grouped,1
2475,20538,MTOR,NCBI,malignant dysgerminomatous germ cell tumor of ovary,MONDO,1
2475,20541,MTOR,NCBI,maligant granulosa cell tumor of ovary,MONDO,1
2475,20542,MTOR,NCBI,malignant Sertoli-Leydig cell tumor of ovary,MONDO,1
2475,20543,MTOR,NCBI,"theca steroid-producing cell malignant tumor of ovary, not further specified",MONDO,1
2475,21063,MTOR,NCBI,malignant colon neoplasm,MONDO,1
2475,21100,MTOR,NCBI,breast neoplasm,MONDO,1
2475,2512,MTOR,NCBI,papillary adenocarcinoma,MONDO,1
2475,2691,MTOR,NCBI,liver cancer,MONDO,1
2475,2752,MTOR,NCBI,ovarian adenocarcinoma,MONDO,1
2475,2974,MTOR,NCBI,cervical cancer,MONDO,1
2475,3582,MTOR,NCBI,hereditary breast ovarian cancer syndrome,MONDO,1
2475,3792,MTOR,NCBI,ovarian carcinosarcoma,MONDO,1
2475,3795,MTOR,NCBI,ovarian small cell carcinoma,MONDO,1
2475,4095,MTOR,NCBI,B-cell neoplasm,MONDO,1
2475,4638,MTOR,NCBI,lymphosarcoma,MONDO,1
2475,4948_872_4963_20511_4947_814,MTOR,NCBI,acute lymphoblastic/lymphocytic leukemia,MONDO_grouped,1
2475,4989,MTOR,NCBI,breast carcinoma,MONDO,1
2475,5005,MTOR,NCBI,clear cell renal carcinoma,MONDO,1
2475,5086,MTOR,NCBI,renal cell carcinoma (disease),MONDO,1
2475,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,MTOR,NCBI,schizophrenia,MONDO_grouped,1
2475,5153,MTOR,NCBI,cervical adenocarcinoma,MONDO,1
2475,5191,MTOR,NCBI,metastatic melanoma,MONDO,1
2475,5233,MTOR,NCBI,non-small cell lung carcinoma (disease),MONDO,1
2475,5263,MTOR,NCBI,unipolar depression,MONDO,1
2475,5401,MTOR,NCBI,colonic neoplasm,MONDO,1
2475,5549,MTOR,NCBI,renal cell adenocarcinoma,MONDO,1
2475,5575,MTOR,NCBI,colorectal cancer,MONDO,1
2475,5601,MTOR,NCBI,ovarian mucinous adenocarcinoma,MONDO,1
2475,5744,MTOR,NCBI,yolk sac tumor,MONDO,1
2475,6045,MTOR,NCBI,ovarian clear cell adenocarcinoma,MONDO,1
2475,6210_891,MTOR,NCBI,fibrolamellar hepatocellular carcinoma,MONDO_grouped,1
2475,6335,MTOR,NCBI,ovarian endometrioid adenocarcinoma,MONDO,1
2475,7254,MTOR,NCBI,breast cancer,MONDO,1
2475,7256_18902_16216_3243,MTOR,NCBI,hepatocellular carcinoma,MONDO_grouped,1
2475,7763,MTOR,NCBI,nonpapillary renal cell carcinoma,MONDO,1
2475,8170,MTOR,NCBI,ovarian cancer,MONDO,1
2475,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,MTOR,NCBI,anxiety disorder,MONDO_grouped,1
2475,8903,MTOR,NCBI,lung cancer,MONDO,1
2495,12048,FTH1,NCBI,endogenous depression,MONDO,1
2495,1436,FTH1,NCBI,hemosiderosis,MONDO,1
2495,1442,FTH1,NCBI,dysthymic disorder,MONDO,1
2495,16701_16702,FTH1,NCBI,oligoastrocytoma,MONDO_grouped,1
2495,2009_12050_12100,FTH1,NCBI,major depressive disorder,MONDO_grouped,1
2495,5263,FTH1,NCBI,unipolar depression,MONDO,1
2495,5379,FTH1,NCBI,neurotic disorder,MONDO,1
2495,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,FTH1,NCBI,anxiety disorder,MONDO_grouped,1
25,11996,ABL1,NCBI,"chronic myelogenous leukemia, BCR-ABL1 positive",MONDO,1
25,16266,ABL1,NCBI,squamous cell carcinoma of the corpus uteri,MONDO,1
25,16267,ABL1,NCBI,undifferentiated carcinoma of the corpus uteri,MONDO,1
25,16419,ABL1,NCBI,hereditary breast carcinoma,MONDO,1
25,19086,ABL1,NCBI,carcinoma of esophagus,MONDO,1
25,21100,ABL1,NCBI,breast neoplasm,MONDO,1
25,2691,ABL1,NCBI,liver cancer,MONDO,1
25,3582,ABL1,NCBI,hereditary breast ovarian cancer syndrome,MONDO,1
25,4948_872_4963_20511_4947_814,ABL1,NCBI,acute lymphoblastic/lymphocytic leukemia,MONDO_grouped,1
25,4967,ABL1,NCBI,acute lymphoblastic leukemia (disease),MONDO,1
25,4989,ABL1,NCBI,breast carcinoma,MONDO,1
25,7243,ABL1,NCBI,Burkitt lymphoma,MONDO,1
25,7254,ABL1,NCBI,breast cancer,MONDO,1
25,7256_18902_16216_3243,ABL1,NCBI,hepatocellular carcinoma,MONDO_grouped,1
25,7576,ABL1,NCBI,esophageal cancer,MONDO,1
2539,4985_693_24613_1866,G6PD,NCBI,bipolar disorder,MONDO_grouped,1
2539,5136,G6PD,NCBI,malaria,MONDO,1
2539,7440_10648_12685_694_12881_12319_12642_12686_12877_12882,G6PD,NCBI,major affective disorder,MONDO_grouped,1
2539,9294_13291_10598_13091_10362_9868_9295_9293_9290_9291_2413_2412,G6PD,NCBI,glycogen storage disease,MONDO_grouped,1
2550,20643,GABBR1,NCBI,autism susceptibility 1,MONDO,1
2550,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,GABBR1,NCBI,schizophrenia,MONDO_grouped,1
2550,5258,GABBR1,NCBI,autism spectrum disorder,MONDO,1
2550,5260,GABBR1,NCBI,autism (disease),MONDO,1
2550,5531,GABBR1,NCBI,morphine dependence,MONDO,1
2550,7079_2491_4938_2046_5367_5689_4456_5186,GABBR1,NCBI,substance abuse/dependence,MONDO_grouped,1
2554,100135,GABRA1,NCBI,Dravet syndrome,MONDO,1
2554,10632_33369_33371_10472_14477_32598_10396_32768_33361_13389_14859_14392_33373_32752_32657_14593_32663_14947_13388_14377_32808_14895_30059_13387_32880_33363_32678_13989_33366_10375_13277_33362_14917_14921_14933_14942_30054_14607_14595_14133_33370_14201_32918_14949_32813_14533_14598_10246_33368_15025_14371_54845_14360_13056_13801_14718_14719_32812_32858_30072_14505_14199_14003_14328_15000_33367_33372_15002_12245_30856_32710_32725_33364_33365_14868_29138_32822_12812_32895_14625_34106_33374_100079_14916_14647_100062_25353,GABRA1,NCBI,developmental and epileptic encephalopathy,MONDO_grouped,1
2554,11876_10826,GABRA1,NCBI,absence epilepsy,MONDO_grouped,1
2554,1548,GABRA1,NCBI,hepatic coma,MONDO,1
2554,16022,GABRA1,NCBI,early myoclonic encephalopathy,MONDO,1
2554,1711,GABRA1,NCBI,hepatic encephalopathy,MONDO,1
2554,20643,GABRA1,NCBI,autism susceptibility 1,MONDO,1
2554,4985_693_24613_1866,GABRA1,NCBI,bipolar disorder,MONDO_grouped,1
2554,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,GABRA1,NCBI,schizophrenia,MONDO_grouped,1
2554,5258,GABRA1,NCBI,autism spectrum disorder,MONDO,1
2554,5260,GABRA1,NCBI,autism (disease),MONDO,1
2554,7079_2491_4938_2046_5367_5689_4456_5186,GABRA1,NCBI,substance abuse/dependence,MONDO_grouped,1
2554,7440_10648_12685_694_12881_12319_12642_12686_12877_12882,GABRA1,NCBI,major affective disorder,MONDO_grouped,1
2555,20643,GABRA2,NCBI,autism susceptibility 1,MONDO,1
2555,3699,GABRA2,NCBI,phobic disorder,MONDO,1
2555,5258,GABRA2,NCBI,autism spectrum disorder,MONDO,1
2555,5260,GABRA2,NCBI,autism (disease),MONDO,1
2555,5530,GABRA2,NCBI,opiate dependence,MONDO,1
2555,5531,GABRA2,NCBI,morphine dependence,MONDO,1
2555,7079_2491_4938_2046_5367_5689_4456_5186,GABRA2,NCBI,substance abuse/dependence,MONDO_grouped,1
2555,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,GABRA2,NCBI,anxiety disorder,MONDO_grouped,1
2556,1442,GABRA3,NCBI,dysthymic disorder,MONDO,1
2556,20643,GABRA3,NCBI,autism susceptibility 1,MONDO,1
2556,4985_693_24613_1866,GABRA3,NCBI,bipolar disorder,MONDO_grouped,1
2556,5258,GABRA3,NCBI,autism spectrum disorder,MONDO,1
2556,5260,GABRA3,NCBI,autism (disease),MONDO,1
2556,5263,GABRA3,NCBI,unipolar depression,MONDO,1
2556,5379,GABRA3,NCBI,neurotic disorder,MONDO,1
2556,7440_10648_12685_694_12881_12319_12642_12686_12877_12882,GABRA3,NCBI,major affective disorder,MONDO_grouped,1
2556,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,GABRA3,NCBI,anxiety disorder,MONDO_grouped,1
2557,16266,GABRA4,NCBI,squamous cell carcinoma of the corpus uteri,MONDO,1
2557,16267,GABRA4,NCBI,undifferentiated carcinoma of the corpus uteri,MONDO,1
2557,16419,GABRA4,NCBI,hereditary breast carcinoma,MONDO,1
2557,20643,GABRA4,NCBI,autism susceptibility 1,MONDO,1
2557,21100,GABRA4,NCBI,breast neoplasm,MONDO,1
2557,3582,GABRA4,NCBI,hereditary breast ovarian cancer syndrome,MONDO,1
2557,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,GABRA4,NCBI,schizophrenia,MONDO_grouped,1
2557,5258,GABRA4,NCBI,autism spectrum disorder,MONDO,1
2557,5260,GABRA4,NCBI,autism (disease),MONDO,1
2557,7254,GABRA4,NCBI,breast cancer,MONDO,1
255738,21661,PCSK9,NCBI,coronary atherosclerosis,MONDO,1
255738,2277,PCSK9,NCBI,arteriosclerosis disorder,MONDO,1
255738,5010,PCSK9,NCBI,coronary artery disease,MONDO,1
255738,5311,PCSK9,NCBI,atherosclerosis,MONDO,1
2558,1386,GABRA5,NCBI,visual epilepsy,MONDO,1
2558,20643,GABRA5,NCBI,autism susceptibility 1,MONDO,1
2558,4985_693_24613_1866,GABRA5,NCBI,bipolar disorder,MONDO_grouped,1
2558,5027,GABRA5,NCBI,epilepsy,MONDO,1
2558,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,GABRA5,NCBI,schizophrenia,MONDO_grouped,1
2558,5258,GABRA5,NCBI,autism spectrum disorder,MONDO,1
2558,5260,GABRA5,NCBI,autism (disease),MONDO,1
2558,5384,GABRA5,NCBI,partial epilepsy,MONDO,1
2558,6891,GABRA5,NCBI,partial motor epilepsy,MONDO,1
2558,7079_2491_4938_2046_5367_5689_4456_5186,GABRA5,NCBI,substance abuse/dependence,MONDO_grouped,1
2558,7440_10648_12685_694_12881_12319_12642_12686_12877_12882,GABRA5,NCBI,major affective disorder,MONDO_grouped,1
2559,1442,GABRA6,NCBI,dysthymic disorder,MONDO,1
2559,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,GABRA6,NCBI,schizophrenia,MONDO_grouped,1
2559,5263,GABRA6,NCBI,unipolar depression,MONDO,1
2559,5379,GABRA6,NCBI,neurotic disorder,MONDO,1
2559,5575,GABRA6,NCBI,colorectal cancer,MONDO,1
2559,7079_2491_4938_2046_5367_5689_4456_5186,GABRA6,NCBI,substance abuse/dependence,MONDO_grouped,1
2559,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,GABRA6,NCBI,anxiety disorder,MONDO_grouped,1
2560,10632_33369_33371_10472_14477_32598_10396_32768_33361_13389_14859_14392_33373_32752_32657_14593_32663_14947_13388_14377_32808_14895_30059_13387_32880_33363_32678_13989_33366_10375_13277_33362_14917_14921_14933_14942_30054_14607_14595_14133_33370_14201_32918_14949_32813_14533_14598_10246_33368_15025_14371_54845_14360_13056_13801_14718_14719_32812_32858_30072_14505_14199_14003_14328_15000_33367_33372_15002_12245_30856_32710_32725_33364_33365_14868_29138_32822_12812_32895_14625_34106_33374_100079_14916_14647_100062_25353,GABRB1,NCBI,developmental and epileptic encephalopathy,MONDO_grouped,1
2560,1548,GABRB1,NCBI,hepatic coma,MONDO,1
2560,1711,GABRB1,NCBI,hepatic encephalopathy,MONDO,1
2560,20643,GABRB1,NCBI,autism susceptibility 1,MONDO,1
2560,4985_693_24613_1866,GABRB1,NCBI,bipolar disorder,MONDO_grouped,1
2560,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,GABRB1,NCBI,schizophrenia,MONDO_grouped,1
2560,5258,GABRB1,NCBI,autism spectrum disorder,MONDO,1
2560,5260,GABRB1,NCBI,autism (disease),MONDO,1
2560,7079_2491_4938_2046_5367_5689_4456_5186,GABRB1,NCBI,substance abuse/dependence,MONDO_grouped,1
2560,7440_10648_12685_694_12881_12319_12642_12686_12877_12882,GABRB1,NCBI,major affective disorder,MONDO_grouped,1
2561,4985_693_24613_1866,GABRB2,NCBI,bipolar disorder,MONDO_grouped,1
2561,5027,GABRB2,NCBI,epilepsy,MONDO,1
2561,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,GABRB2,NCBI,schizophrenia,MONDO_grouped,1
2561,7079_2491_4938_2046_5367_5689_4456_5186,GABRB2,NCBI,substance abuse/dependence,MONDO_grouped,1
2561,7440_10648_12685_694_12881_12319_12642_12686_12877_12882,GABRB2,NCBI,major affective disorder,MONDO_grouped,1
2562,10632_33369_33371_10472_14477_32598_10396_32768_33361_13389_14859_14392_33373_32752_32657_14593_32663_14947_13388_14377_32808_14895_30059_13387_32880_33363_32678_13989_33366_10375_13277_33362_14917_14921_14933_14942_30054_14607_14595_14133_33370_14201_32918_14949_32813_14533_14598_10246_33368_15025_14371_54845_14360_13056_13801_14718_14719_32812_32858_30072_14505_14199_14003_14328_15000_33367_33372_15002_12245_30856_32710_32725_33364_33365_14868_29138_32822_12812_32895_14625_34106_33374_100079_14916_14647_100062_25353,GABRB3,NCBI,developmental and epileptic encephalopathy,MONDO_grouped,1
2562,11876_10826,GABRB3,NCBI,absence epilepsy,MONDO_grouped,1
2562,13600,GABRB3,NCBI,insomnia (disease),MONDO,1
2562,1442,GABRB3,NCBI,dysthymic disorder,MONDO,1
2562,16532,GABRB3,NCBI,Lennox-Gastaut syndrome,MONDO,1
2562,18168_19033_18167,GABRB3,NCBI,cutis verticis gyrata,MONDO_grouped,1
2562,20643,GABRB3,NCBI,autism susceptibility 1,MONDO,1
2562,4985_693_24613_1866,GABRB3,NCBI,bipolar disorder,MONDO_grouped,1
2562,5027,GABRB3,NCBI,epilepsy,MONDO,1
2562,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,GABRB3,NCBI,schizophrenia,MONDO_grouped,1
2562,5258,GABRB3,NCBI,autism spectrum disorder,MONDO,1
2562,5260,GABRB3,NCBI,autism (disease),MONDO,1
2562,5263,GABRB3,NCBI,unipolar depression,MONDO,1
2562,5379,GABRB3,NCBI,neurotic disorder,MONDO,1
2562,7079_2491_4938_2046_5367_5689_4456_5186,GABRB3,NCBI,substance abuse/dependence,MONDO_grouped,1
2562,7440_10648_12685_694_12881_12319_12642_12686_12877_12882,GABRB3,NCBI,major affective disorder,MONDO_grouped,1
2562,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,GABRB3,NCBI,anxiety disorder,MONDO_grouped,1
2563,10632_33369_33371_10472_14477_32598_10396_32768_33361_13389_14859_14392_33373_32752_32657_14593_32663_14947_13388_14377_32808_14895_30059_13387_32880_33363_32678_13989_33366_10375_13277_33362_14917_14921_14933_14942_30054_14607_14595_14133_33370_14201_32918_14949_32813_14533_14598_10246_33368_15025_14371_54845_14360_13056_13801_14718_14719_32812_32858_30072_14505_14199_14003_14328_15000_33367_33372_15002_12245_30856_32710_32725_33364_33365_14868_29138_32822_12812_32895_14625_34106_33374_100079_14916_14647_100062_25353,GABRD,NCBI,developmental and epileptic encephalopathy,MONDO_grouped,1
2563,11876_10826,GABRD,NCBI,absence epilepsy,MONDO_grouped,1
2563,18055,GABRD,NCBI,pediatric hepatocellular carcinoma,MONDO,1
2563,18532,GABRD,NCBI,adenocarcinoma of liver and intrahepatic biliary tract,MONDO,1
2563,18533,GABRD,NCBI,undifferentiated carcinoma of liver and intrahepatic biliary tract,MONDO,1
2563,18534,GABRD,NCBI,squamous cell carcinoma of liver and intrahepatic biliary tract,MONDO,1
2563,2691,GABRD,NCBI,liver cancer,MONDO,1
2563,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,GABRD,NCBI,schizophrenia,MONDO_grouped,1
2563,6210_891,GABRD,NCBI,fibrolamellar hepatocellular carcinoma,MONDO_grouped,1
2563,7256_18902_16216_3243,GABRD,NCBI,hepatocellular carcinoma,MONDO_grouped,1
2565,4985_693_24613_1866,GABRG1,NCBI,bipolar disorder,MONDO_grouped,1
2565,7079_2491_4938_2046_5367_5689_4456_5186,GABRG1,NCBI,substance abuse/dependence,MONDO_grouped,1
2565,7440_10648_12685_694_12881_12319_12642_12686_12877_12882,GABRG1,NCBI,major affective disorder,MONDO_grouped,1
2566,100135,GABRG2,NCBI,Dravet syndrome,MONDO,1
2566,10632_33369_33371_10472_14477_32598_10396_32768_33361_13389_14859_14392_33373_32752_32657_14593_32663_14947_13388_14377_32808_14895_30059_13387_32880_33363_32678_13989_33366_10375_13277_33362_14917_14921_14933_14942_30054_14607_14595_14133_33370_14201_32918_14949_32813_14533_14598_10246_33368_15025_14371_54845_14360_13056_13801_14718_14719_32812_32858_30072_14505_14199_14003_14328_15000_33367_33372_15002_12245_30856_32710_32725_33364_33365_14868_29138_32822_12812_32895_14625_34106_33374_100079_14916_14647_100062_25353,GABRG2,NCBI,developmental and epileptic encephalopathy,MONDO_grouped,1
2566,11876_10826,GABRG2,NCBI,absence epilepsy,MONDO_grouped,1
2566,1548,GABRG2,NCBI,hepatic coma,MONDO,1
2566,16022,GABRG2,NCBI,early myoclonic encephalopathy,MONDO,1
2566,1711,GABRG2,NCBI,hepatic encephalopathy,MONDO,1
2566,5027,GABRG2,NCBI,epilepsy,MONDO,1
2566,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,GABRG2,NCBI,schizophrenia,MONDO_grouped,1
2566,5531,GABRG2,NCBI,morphine dependence,MONDO,1
2566,7079_2491_4938_2046_5367_5689_4456_5186,GABRG2,NCBI,substance abuse/dependence,MONDO_grouped,1
2567,7079_2491_4938_2046_5367_5689_4456_5186,GABRG3,NCBI,substance abuse/dependence,MONDO_grouped,1
2568,16266,GABRP,NCBI,squamous cell carcinoma of the corpus uteri,MONDO,1
2568,16267,GABRP,NCBI,undifferentiated carcinoma of the corpus uteri,MONDO,1
2568,16419,GABRP,NCBI,hereditary breast carcinoma,MONDO,1
2568,21100,GABRP,NCBI,breast neoplasm,MONDO,1
2568,3582,GABRP,NCBI,hereditary breast ovarian cancer syndrome,MONDO,1
2568,7254,GABRP,NCBI,breast cancer,MONDO,1
2569,4985_693_24613_1866,GABRR1,NCBI,bipolar disorder,MONDO_grouped,1
2569,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,GABRR1,NCBI,schizophrenia,MONDO_grouped,1
2569,7079_2491_4938_2046_5367_5689_4456_5186,GABRR1,NCBI,substance abuse/dependence,MONDO_grouped,1
2569,7440_10648_12685_694_12881_12319_12642_12686_12877_12882,GABRR1,NCBI,major affective disorder,MONDO_grouped,1
25974,11482_14396_11702_11003_14100_13479_11400_12808_11095_13848_13261_12745_12704_13371_32592_12744_7269_11840_13168_10951_12362_13373_12667_12062_13147_10542_11541_13339_14073_12746_14095_13262_11094_5021_11425_11567_12364_13030_13198_13211_5200,MMACHC,NCBI,dilated cardiomyopathy,MONDO_grouped,1
25974,2012,MMACHC,NCBI,methylmalonic acidemia,MONDO,1
2618,8383,GART,NCBI,rheumatoid arthritis,MONDO,1
2618,8903,GART,NCBI,lung cancer,MONDO,1
2629,10482,GBA,NCBI,X-linked parkinsonism-spasticity syndrome,MONDO,1
2629,10709,GBA,NCBI,early-onset parkinsonism-intellectual disability syndrome,MONDO,1
2629,11764_11658_13625_8199_14604_11613_14233_11562_8200_14796_17279_5180_6966_828_10796_10360_11737_13167,GBA,NCBI,Parkinson disease,MONDO_grouped,1
2629,14231,GBA,NCBI,juvenile onset Parkinson disease 19A,MONDO,1
2629,17636,GBA,NCBI,hemiparkinsonism-hemiatrophy syndrome,MONDO,1
2629,18321,GBA,NCBI,atypical juvenile parkinsonism,MONDO,1
2629,18466,GBA,NCBI,hereditary late onset Parkinson disease,MONDO,1
2629,21095,GBA,NCBI,parkinsonian disorder,MONDO,1
2629,9266_9265_9267_18150,GBA,NCBI,Gaucher disease,MONDO_grouped,1
2629,9830,GBA,NCBI,parkinsonian-pyramidal syndrome,MONDO,1
2692,10615_13006_8250_32569_9876_32567,GHRHR,NCBI,isolated growth hormone deficiency,MONDO_grouped,1
2692,50,GHRHR,NCBI,isolated congenital growth hormone deficiency,MONDO,1
2692,5575,GHRHR,NCBI,colorectal cancer,MONDO,1
2717,10526,GLA,NCBI,Fabry disease,MONDO,1
2717,19245,GLA,NCBI,lysosomal lipid storage disorder,MONDO,1
2717,20671,GLA,NCBI,obsolete susceptibility to ischemic stroke,MONDO,1
2717,5098,GLA,NCBI,stroke disorder,MONDO,1
2717,9528,GLA,NCBI,chylomicron retention disease,MONDO,1
2739,12048,GLO1,NCBI,endogenous depression,MONDO,1
2739,1442,GLO1,NCBI,dysthymic disorder,MONDO,1
2739,2009_12050_12100,GLO1,NCBI,major depressive disorder,MONDO_grouped,1
2739,20643,GLO1,NCBI,autism susceptibility 1,MONDO,1
2739,3699,GLO1,NCBI,phobic disorder,MONDO,1
2739,4985_693_24613_1866,GLO1,NCBI,bipolar disorder,MONDO_grouped,1
2739,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,GLO1,NCBI,schizophrenia,MONDO_grouped,1
2739,5258,GLO1,NCBI,autism spectrum disorder,MONDO,1
2739,5260,GLO1,NCBI,autism (disease),MONDO,1
2739,5263,GLO1,NCBI,unipolar depression,MONDO,1
2739,5379,GLO1,NCBI,neurotic disorder,MONDO,1
2739,7440_10648_12685_694_12881_12319_12642_12686_12877_12882,GLO1,NCBI,major affective disorder,MONDO_grouped,1
2739,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,GLO1,NCBI,anxiety disorder,MONDO_grouped,1
2740,5015,GLP1R,NCBI,diabetes mellitus (disease),MONDO,1
2740,5148,GLP1R,NCBI,type 2 diabetes mellitus,MONDO,1
2819,5359,GPD1,NCBI,drug-induced liver injury,MONDO,1
2847,1442,MCHR1,NCBI,dysthymic disorder,MONDO,1
2847,4985_693_24613_1866,MCHR1,NCBI,bipolar disorder,MONDO_grouped,1
2847,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,MCHR1,NCBI,schizophrenia,MONDO_grouped,1
2847,5263,MCHR1,NCBI,unipolar depression,MONDO,1
2847,5379,MCHR1,NCBI,neurotic disorder,MONDO,1
2847,7440_10648_12685_694_12881_12319_12642_12686_12877_12882,MCHR1,NCBI,major affective disorder,MONDO_grouped,1
2847,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,MCHR1,NCBI,anxiety disorder,MONDO_grouped,1
2852,16266,GPER1,NCBI,squamous cell carcinoma of the corpus uteri,MONDO,1
2852,16267,GPER1,NCBI,undifferentiated carcinoma of the corpus uteri,MONDO,1
2852,16419,GPER1,NCBI,hereditary breast carcinoma,MONDO,1
2852,21100,GPER1,NCBI,breast neoplasm,MONDO,1
2852,3582,GPER1,NCBI,hereditary breast ovarian cancer syndrome,MONDO,1
2852,4989,GPER1,NCBI,breast carcinoma,MONDO,1
2852,7254,GPER1,NCBI,breast cancer,MONDO,1
285242,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,HTR3E,NCBI,schizophrenia,MONDO_grouped,1
2890,1196,GRIA1,NCBI,psychologic dyspareunia,MONDO,1
2890,1265,GRIA1,NCBI,schizophreniform disorder,MONDO,1
2890,1442,GRIA1,NCBI,dysthymic disorder,MONDO,1
2890,20643,GRIA1,NCBI,autism susceptibility 1,MONDO,1
2890,4985_693_24613_1866,GRIA1,NCBI,bipolar disorder,MONDO_grouped,1
2890,5084,GRIA1,NCBI,mental disorder,MONDO,1
2890,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,GRIA1,NCBI,schizophrenia,MONDO_grouped,1
2890,5258,GRIA1,NCBI,autism spectrum disorder,MONDO,1
2890,5260,GRIA1,NCBI,autism (disease),MONDO,1
2890,5263,GRIA1,NCBI,unipolar depression,MONDO,1
2890,5379,GRIA1,NCBI,neurotic disorder,MONDO,1
2890,5468,GRIA1,NCBI,hypotensive disorder,MONDO,1
2890,5487,GRIA1,NCBI,schizoaffective disorder,MONDO,1
2890,5530,GRIA1,NCBI,opiate dependence,MONDO,1
2890,5531,GRIA1,NCBI,morphine dependence,MONDO,1
2890,5567,GRIA1,NCBI,substance withdrawal syndrome,MONDO,1
2890,7079_2491_4938_2046_5367_5689_4456_5186,GRIA1,NCBI,substance abuse/dependence,MONDO_grouped,1
2890,7440_10648_12685_694_12881_12319_12642_12686_12877_12882,GRIA1,NCBI,major affective disorder,MONDO_grouped,1
2890,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,GRIA1,NCBI,anxiety disorder,MONDO_grouped,1
2891,12048,GRIA2,NCBI,endogenous depression,MONDO,1
2891,1386,GRIA2,NCBI,visual epilepsy,MONDO,1
2891,2009_12050_12100,GRIA2,NCBI,major depressive disorder,MONDO_grouped,1
2891,2125,GRIA2,NCBI,status epilepticus,MONDO,1
2891,4985_693_24613_1866,GRIA2,NCBI,bipolar disorder,MONDO_grouped,1
2891,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,GRIA2,NCBI,schizophrenia,MONDO_grouped,1
2891,5263,GRIA2,NCBI,unipolar depression,MONDO,1
2891,5531,GRIA2,NCBI,morphine dependence,MONDO,1
2891,5567,GRIA2,NCBI,substance withdrawal syndrome,MONDO,1
2891,7079_2491_4938_2046_5367_5689_4456_5186,GRIA2,NCBI,substance abuse/dependence,MONDO_grouped,1
